"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","attribute_discriminator_beta1","attribute_discriminator_learning_rate","attribute_gradient_penalty_coef","attribute_loss_coef","attribute_noise_dim","attribute_num_layers","attribute_num_units","batch_size","discriminator_beta1","discriminator_learning_rate","discriminator_rounds","epochs","feature_noise_dim","feature_num_layers","feature_num_units","generator_beta1","generator_learning_rate","generator_rounds","gradient_penalty_coef","method","metric.goal","metric.name","name","parameters.attribute_discriminator_beta1.distribution","parameters.attribute_discriminator_beta1.max","parameters.attribute_discriminator_beta1.min","parameters.attribute_discriminator_learning_rate.distribution","parameters.attribute_discriminator_learning_rate.max","parameters.attribute_discriminator_learning_rate.min","parameters.attribute_gradient_penalty_coef.distribution","parameters.attribute_gradient_penalty_coef.max","parameters.attribute_gradient_penalty_coef.min","parameters.attribute_loss_coef.distribution","parameters.attribute_loss_coef.max","parameters.attribute_loss_coef.min","parameters.attribute_noise_dim.distribution","parameters.attribute_noise_dim.max","parameters.attribute_noise_dim.min","parameters.attribute_num_layers.distribution","parameters.attribute_num_layers.max","parameters.attribute_num_layers.min","parameters.attribute_num_units.distribution","parameters.attribute_num_units.max","parameters.attribute_num_units.min","parameters.batch_sizes","parameters.discriminator_beta1.distribution","parameters.discriminator_beta1.max","parameters.discriminator_beta1.min","parameters.discriminator_learning_rate.distribution","parameters.discriminator_learning_rate.max","parameters.discriminator_learning_rate.min","parameters.discriminator_rounds.distribution","parameters.discriminator_rounds.max","parameters.discriminator_rounds.min","parameters.epochs.distribution","parameters.epochs.max","parameters.epochs.min","parameters.feature_noise_dim.distribution","parameters.feature_noise_dim.max","parameters.feature_noise_dim.min","parameters.feature_num_layers.distribution","parameters.feature_num_layers.max","parameters.feature_num_layers.min","parameters.feature_num_units.distribution","parameters.feature_num_units.max","parameters.feature_num_units.min","parameters.generator_beta1.distribution","parameters.generator_beta1.max","parameters.generator_beta1.min","parameters.generator_learning_rate.distribution","parameters.generator_learning_rate.max","parameters.generator_learning_rate.min","parameters.generator_rounds.distribution","parameters.generator_rounds.max","parameters.generator_rounds.min","parameters.gradient_penalty_coef.distribution","parameters.gradient_penalty_coef.max","parameters.gradient_penalty_coef.min","parameters.sample_lens","sample_len","Column Pair Trends","Column Shapes","Data Structure","Data Validity","Discriminator Loss","Generator Loss","Jensen Shannon Distance","Kolmogorov Smirnov Test"
"cool-sweep-73","","finished","-","","","2024-07-18T23:28:38.000Z","10053","mcwazqh9","0.6105451278405744","0.0001326274504536288","11.5715667502147","2.055986194829068","10","2","325","5000","0.7377986168946562","0.0017432303570145305","1","731","11","5","406","0.523332695126353","0.0010504670888234562","","5.592746522248431","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","0.5763094099599686","0.6001238918628583","1","0.9996848408446264","2.0555973052978516","0.024397149682044983","0.22385627598673427","0.6247628904563194"
"whole-sweep-4","","finished","-","","","2024-07-18T05:40:47.000Z","27278","mcwazqh9","0.5709301634641515","0.00024082067941346165","13.947729815642983","0.7085210221284867","7","2","348","5000","0.758327728849441","0.0015385377919873296","7","627","11","5","221","0.6045248186994256","0.0012463157178547778","","8.730894466225243","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0.5963971445062652","0.5100638999991063","1","0.9975102426725496","1.745813080242702","0.029969289898872375","0.2240022236549432","0.5781247189855383"
"northern-sweep-84","","finished","-","","","2024-07-19T01:08:40.000Z","878","mcwazqh9","0.972651558535816","0.0015222646652817138","12.670959610097878","1.094949751448873","10","2","142","5000","0.7601994354868409","0.0014193928156527352","1","825","5","5","300","0.442411973779565","0.0002337400234372444","","12.899562474395127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","0.633837838303031","0.6561995762963764","1","0.947053261897258","2.3972537517547607","-0.08733035624027252","0.2251663850381103","0.693128060841996"
"decent-sweep-83","","finished","-","","","2024-07-19T01:03:57.000Z","276","mcwazqh9","0.7667234572680417","0.0004731961529038504","12.314926192823254","0.5118429923710456","7","3","213","5000","0.7286279487801799","0.0008727663681813108","2","180","12","5","203","0.5948523964106442","0.00011869239621128632","","10.703190968656992","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","0.6076187460778673","0.4944816868316312","1","0.9855026788528206","2.7901440858840942","-0.08068044483661652","0.2253452226541405","0.5179489527625538"
"lively-sweep-68","","finished","-","","","2024-07-18T22:46:53.000Z","3501","mcwazqh9","0.5049175275377875","0.0003171818860603851","12.608850876149042","1.021150626885514","9","2","351","5000","0.7283740756055859","0.0008553503081936256","9","941","5","5","290","0.7730144479823517","0.0014340204832054497","","5.074310021996106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","0.600873691006353","0.6114500374632034","1","0.9473684210526316","1.4258282482624054","-0.1463005244731903","0.22569476590915596","0.6442499054717828"
"clear-sweep-74","","finished","-","","","2024-07-18T23:45:18.000Z","1715","mcwazqh9","0.3317457233703165","0.00009445349774450737","13.2147875364947","0.8276902340941479","8","4","397","5000","0.8208736688307599","0.0013421624080981432","7","677","12","5","350","0.35648895291083954","0.0005856896036192159","","10.57396488361867","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","0.5907536114374807","0.6258546052743585","1","0.9473684210526316","2.045870167868478","-0.021133659407496452","0.22578246349484837","0.6898397485656261"
"still-sweep-10","","finished","-","","","2024-07-18T13:15:28.000Z","21264","mcwazqh9","0.32957459064504113","0.000442439980372761","9.960571628385445","0.5595785153094173","12","3","307","5000","0.7704212996049753","0.0023553642891598744","7","393","12","5","319","0.6396495535798561","0.0024739140697961535","","9.845205138324353","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0.4695555754198999","0.4363552148946665","1","0.9996848408446264","1.0930621453693934","0.4837496876716614","0.2261993435708821","0.47291140581542745"
"efficient-sweep-70","","finished","-","","","2024-07-18T23:08:47.000Z","682","mcwazqh9","0.7228619519513653","0.0004355192622626","10.979045178817543","1.3749234560616772","14","2","412","5000","0.845073025135461","0.0001897686132887824","3","435","15","5","314","0.5241881391378025","0.001013544343190522","","12.8714417330777","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","0.6009820892783094","0.49114413283448266","1","0.9678537661519068","2.310955286026001","-0.027128910645842552","0.22686104418940864","0.5099548119810523"
"prime-sweep-71","","finished","-","","","2024-07-18T23:20:40.000Z","425","mcwazqh9","0.7439901815698602","0.003174129464256325","11.117499124436293","1.3670629992563803","7","2","273","5000","0.8147429540985252","0.000728595920089947","2","320","9","5","205","0.56676236966692","0.0002723604450276567","","11.435996934723237","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","0.547412474174634","0.5023596380413614","1","0.934131736526946","2.153444230556488","0.003157508559525013","0.2272951017607419","0.5233982690740833"
"jumping-sweep-20","","finished","-","","","2024-07-18T14:06:40.000Z","1181","mcwazqh9","0.716128883849839","0.0020198840716033257","14.373294340046384","2.395980765882288","7","2","328","5000","0.5486397092393489","0.0012062779124228002","3","707","7","3","423","0.6879608552432543","0.000037888132042639","","11.430685769933824","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","0.552552395337211","0.4589626780067349","1","0.9372833280806808","2.4928946495056152","-0.9038845896720886","0.227388823449603","0.4922563778143097"
