"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","discriminator_decay","discriminator_dim","discriminator_lr","discriminator_steps","dsr_epsilon","dsr_gamma_percentile","embedding_dim","epochs","generator_decay","generator_dim","generator_lr","method","metric.goal","metric.name","name","pac","parameters.batch_sizes","parameters.discriminator_decay.distribution","parameters.discriminator_decay.max","parameters.discriminator_decay.min","parameters.discriminator_dims","parameters.discriminator_lr.distribution","parameters.discriminator_lr.max","parameters.discriminator_lr.min","parameters.discriminator_steps.distribution","parameters.discriminator_steps.max","parameters.discriminator_steps.min","parameters.dsr_epsilon.distribution","parameters.dsr_epsilon.max","parameters.dsr_epsilon.min","parameters.dsr_gamma_percentile.distribution","parameters.dsr_gamma_percentile.max","parameters.dsr_gamma_percentile.min","parameters.embedding_dims","parameters.epochs.distribution","parameters.epochs.max","parameters.epochs.min","parameters.generator_decay.distribution","parameters.generator_decay.max","parameters.generator_decay.min","parameters.generator_dims","parameters.generator_lr.distribution","parameters.generator_lr.max","parameters.generator_lr.min","parameters.pac.distribution","parameters.pac.max","parameters.pac.min","Column Pair Trends","Column Shapes","Data Structure","Data Validity","Discriminator Loss","Generator Loss","Jensen Shannon Distance","Kolmogorov Smirnov Test"
"helpful-sweep-30","","finished","-","","","2024-07-10T06:11:23.000Z","354","RealBank","5000","0.029717043171603005","[1048,512,256]","0.00044280498287247095","13","0.0008101756259002044","0.8855499247341698","256","184","0.006650882045722718","[256,512,1048]","0.00001731385258189478","","","","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8449406319616874","0.27344079938866106","1","1","0.5772947072982788","-0.6492839455604553","0.06775316744389455","0.2902891908819115"
"vivid-sweep-29","","finished","-","","","2024-07-10T06:05:35.000Z","345","RealBank","5000","0.029513791500494425","[512,512,256]","0.0006606495822381174","4","0.00022099454608334455","0.8327922793224836","64","750","0.004692436188356214","[128,256,512]","0.0005127131776303427","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8449549447520053","0.1561352540089574","1","1","1.3241333961486816","-0.30138760805130005","0.06797376579313291","0.17272650264506495"
"lucky-sweep-28","","finished","-","","","2024-07-10T06:00:47.000Z","283","RealBank","5000","0.031202901836914376","[1048,512,256]","0.00028139165898718674","7","0.0004280156616817496","0.8519045002304224","32","281","0.04828007448447036","[256,512,512]","0.000810215026500411","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8436076511146934","0.2288925430044629","1","1","1.2216521501541138","-0.7400597929954529","0.06600532409519755","0.2289915862117863"
"azure-sweep-27","","finished","-","","","2024-07-10T05:55:09.000Z","334","RealBank","5000","0.01621231322094438","[1048,512,256]","0.0008351009987710474","6","0.0003698914484602161","0.9343726914066572","32","430","0.048711976637671926","[256,512,512]","0.0005331462448257788","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8631439053873502","0.6505247068369908","1","1","9.999348640441896","-0.000006693889190501068","0.05245819014346987","0.6567636442417153"
"bumbling-sweep-26","","finished","-","","","2024-07-10T05:51:31.000Z","215","RealBank","5000","0.04378016275822703","[1048,512,256]","0.0004632237078345309","3","0.0006811520685835047","0.7181194685917351","32","415","0.023574853985340177","[128,256,512]","0.00031424964888881747","","","","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8432370690076284","0.16657125801102143","1","1","1.9954266548156736","-0.6418238878250122","0.06779966069586285","0.16657125801102143"
"rare-sweep-25","","finished","-","","","2024-07-10T05:48:31.000Z","151","RealBank","5000","0.02121625729744745","[1048,512,256]","0.0008041448804297934","1","0.0006881226226441136","0.7427424468253364","256","396","0.03435208950392336","[128,256,512]","0.0006768257001883206","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8630988383143742","0.6516008973131813","1","1","9.990753173828123","-0.00006423946615541354","0.0524889015716702","0.6581350728131439"
"logical-sweep-24","","finished","-","","","2024-07-10T05:36:09.000Z","741","RealBank","5000","0.005478687641832375","[512,512,256]","0.000956173895691831","12","0.0007169705062069391","0.8559195288239088","256","684","0.01860136040677441","[256,512,512]","0.000862120270495238","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8630892407321177","0.6506357010899323","1","1","9.99997901916504","-1","0.05245573721674744","0.6572841623041805"
"helpful-sweep-23","","finished","-","","","2024-07-10T05:31:00.000Z","303","RealBank","5000","0.01891200620193523","[512,512,256]","0.0008074876712083421","4","0.0003297255215141413","0.7789424726816161","64","644","0.02035687779154652","[128,256,512]","0.000839272857532302","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.844925815216679","0.17643730033993907","1","1","1.049198865890503","-0.6764407753944397","0.0672502409428195","0.17783777735761355"
"astral-sweep-22","","finished","-","","","2024-07-10T05:11:40.000Z","1155","RealBank","5000","0.04105944237735536","[512,256,128]","0.0006676842844872954","13","0.0008649780988654145","0.9475633885069678","64","963","0.02625455140152473","[256,512,1048]","0.0004094283561973494","","","","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8438084852159966","0.2475458476615892","1","1","0.6577820777893066","-0.7739114165306091","0.06594766749888496","0.2514213243838357"
"decent-sweep-21","","finished","-","","","2024-07-10T04:56:22.000Z","916","RealBank","5000","0.002932314500775818","[512,512,256]","0.0009864017999614463","14","0.00019198559824275363","0.847192261481506","64","804","0.013812259359934144","[128,256,512]","0.0007626494986798359","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8435806616233912","0.10302513894961576","1","1","4.7108073234558105","-0.413943886756897","0.06921659497349825","0.11939733996667574"
